Episode,Effort,Reward,Loss
4450,83.26,2.98,6.2099
4451,85.4,2.97,3.4192
4452,84.34,3.01,2.9254
4453,83.02,3.03,6.6578
4454,84.79,2.98,2.841
4455,86.8,2.98,10.8936
4456,84.05,3.1,3.1081
4457,83.33,3.09,4.7468
4458,83.51,3.03,3.9807
4459,83.88,3.07,3.1415
4460,83.21,2.98,4.395
4461,84.98,2.98,3.7169
4462,82.99,3.05,4.7303
4463,83.18,2.99,3.8019
4464,82.92,2.97,4.214
4465,82.7,3.06,4.6501
4466,84.1,3.0,3.0439
4467,84.65,2.95,4.5223
4468,84.32,3.04,3.8962
4469,83.03,3.02,3.0138
4470,83.69,2.99,2.8959
4471,82.79,3.05,3.282
4472,84.6,3.0,5.2945
4473,83.02,3.04,2.9087
4474,83.93,2.95,3.3341
4475,83.19,2.98,2.7558
4476,82.0,3.0,5.2845
4477,83.29,2.96,2.7212
4478,82.94,2.97,2.8577
4479,83.59,3.02,3.0138
4480,83.89,3.03,3.568
4481,81.68,3.02,6.1589
4482,82.12,3.0,4.3117
4483,83.04,3.01,2.768
4484,81.78,2.99,4.9757
4485,83.35,2.9,2.9467
4486,83.84,2.94,4.1967
4487,83.44,2.94,3.3061
4488,82.85,2.97,2.7385
4489,84.39,2.99,6.6281
4490,81.68,2.98,4.6811
4491,82.89,2.98,2.7442
4492,81.65,3.01,4.8613
4493,82.63,2.91,2.7216
4494,82.56,2.95,2.769
4495,82.44,2.94,2.8245
4496,83.37,2.84,3.2895
4497,83.05,2.99,2.9777
4498,81.65,2.98,4.2588
4499,81.92,2.96,3.4508
4500,81.74,2.92,3.699
4501,81.47,2.94,4.245
4502,84.33,2.92,8.1162
4503,80.89,2.94,5.9186
4504,80.55,2.89,7.0521
4505,82.87,2.88,3.3452
4506,81.83,2.89,2.7564
4507,80.76,3.0,5.0777
4508,80.58,2.93,5.1891
4509,81.12,2.97,3.2967
4510,80.27,3.01,5.3518
4511,81.21,2.92,2.7315
4512,81.38,2.9,2.7066
4513,81.88,2.89,3.6189
4514,80.65,2.93,2.8361
4515,81.53,2.97,3.4228
4516,80.24,2.91,3.0756
4517,82.03,2.93,5.337
4518,80.16,2.88,2.9975
4519,79.34,2.9,4.9848
4520,81.66,2.85,4.4579
4521,79.64,2.99,3.8101
4522,80.25,2.84,2.6569
4523,81.67,2.84,5.0304
4524,82.55,2.9,9.7336
4525,80.68,2.85,2.7204
4526,80.11,2.91,2.8852
4527,80.87,2.93,2.861
4528,79.22,2.88,5.3649
4529,80.91,2.8,2.7199
4530,81.86,2.82,4.8253
4531,81.12,2.81,2.8794
4532,79.41,2.91,5.1877
4533,80.89,2.83,2.6337
4534,79.99,2.85,3.4559
4535,81.2,2.75,2.8177
4536,80.62,2.84,2.6332
4537,82.74,2.83,8.2267
4538,80.34,2.79,2.8822
4539,80.55,2.77,2.6709
4540,82.25,2.92,5.3917
4541,80.94,2.8,2.5709
4542,80.02,2.78,3.9702
4543,80.65,2.71,2.7096
4544,80.45,2.76,3.0457
4545,80.72,2.64,2.5702
4546,80.24,2.81,3.4569
4547,80.99,2.84,2.6069
4548,81.58,2.84,3.1721
4549,81.08,2.81,2.6103
4550,83.03,2.69,8.3921
4551,80.17,2.79,3.5071
4552,81.26,2.73,2.5854
4553,81.47,2.76,2.785
4554,80.31,2.81,3.4449
4555,80.74,2.79,2.7483
4556,80.55,2.81,3.0065
4557,80.84,2.82,2.6691
4558,80.51,2.64,2.8136
4559,81.57,2.77,2.959
4560,80.31,2.77,3.1984
4561,81.26,2.72,2.6232
4562,79.85,2.76,4.1652
4563,81.71,2.83,3.58
4564,79.42,2.75,5.3528
4565,80.84,2.8,2.5809
4566,81.49,2.81,3.3876
4567,81.07,2.71,2.6795
4568,81.05,2.7,2.6646
4569,80.82,2.83,2.6258
4570,80.76,2.71,2.4934
4571,83.58,2.71,13.7624
4572,81.37,2.74,2.9731
4573,80.42,2.76,2.8557
4574,82.45,2.77,5.5264
4575,81.67,2.73,2.9568
4576,80.11,2.75,4.2359
4577,82.24,2.71,3.6741
4578,81.94,2.77,2.9444
4579,81.16,2.76,2.7022
4580,81.67,2.76,2.5443
4581,82.28,2.66,2.9448
4582,81.8,2.76,2.5369
4583,82.29,2.72,2.7818
4584,81.72,2.74,2.5766
4585,82.98,2.71,3.7984
4586,82.67,2.8,3.0442
4587,82.51,2.79,2.7089
4588,81.16,2.67,4.146
4589,81.64,2.72,3.1643
4590,84.14,2.66,6.5772
4591,82.23,2.74,2.5829
4592,83.45,2.68,3.6289
4593,81.07,2.76,5.7852
4594,82.84,2.63,2.4707
4595,82.17,2.66,2.7733
4596,85.84,2.71,15.9832
4597,82.79,2.75,2.5313
4598,82.67,2.78,2.6091
4599,81.79,2.72,4.359
4600,82.98,2.71,2.4937
4601,82.23,2.7,3.3477
4602,82.58,2.84,2.9095
4603,85.15,2.73,8.7017
4604,83.19,2.7,2.4988
4605,85.82,2.71,12.2753
4606,82.05,2.7,4.4117
4607,82.4,2.8,3.7557
4608,83.63,2.66,2.5383
4609,84.9,2.73,5.5566
4610,83.81,2.63,2.554
4611,85.07,2.74,5.609
4612,84.34,2.73,3.1131
4613,83.99,2.71,2.5438
4614,84.63,2.74,3.2343
4615,83.64,2.7,2.6785
4616,85.55,2.67,5.1758
4617,83.41,2.75,3.4853
4618,85.62,2.6,4.5561
4619,85.88,2.61,5.1211
4620,82.87,2.75,6.4987
4621,84.1,2.71,2.8865
4622,84.19,2.68,2.806
4623,87.14,2.65,10.051
4624,84.15,2.7,3.1069
4625,84.2,2.66,3.0759
4626,86.0,2.63,3.9006
4627,87.02,2.65,7.8706
4628,84.1,2.69,3.8032
4629,85.83,2.61,2.973
4630,84.9,2.69,2.6275
4631,85.28,2.67,2.4543
4632,85.31,2.64,2.4317
4633,84.32,2.74,4.13
4634,85.41,2.63,2.4129
4635,85.67,2.65,2.5097
4636,86.46,2.67,3.8041
4637,85.95,2.63,2.6884
4638,86.47,2.69,3.6284
4639,84.98,2.66,2.9527
4640,82.79,2.74,13.6885
4641,86.15,2.67,2.8347
4642,85.75,2.68,2.49
4643,85.17,2.68,2.7091
4644,85.83,2.71,2.5695
4645,86.25,2.68,3.0852
4646,85.28,2.71,2.6117
4647,85.94,2.72,2.6845
4648,86.67,2.62,3.9488
4649,85.56,2.64,2.4273
4650,86.74,2.68,4.0849
4651,85.32,2.69,2.6609
4652,86.32,2.68,2.9414
4653,85.38,2.7,2.6798
4654,87.36,2.72,5.8071
4655,84.32,2.81,5.9291
4656,87.79,2.65,7.2684
4657,87.09,2.7,4.2642
4658,84.61,2.74,5.2305
4659,86.01,2.77,2.5529
4660,87.6,2.64,5.4155
4661,85.23,2.73,3.6761
4662,86.86,2.76,3.1629
4663,87.13,2.65,3.4826
4664,85.48,2.73,3.4116
4665,85.25,2.73,4.0948
4666,87.94,2.62,5.765
4667,86.45,2.83,2.603
4668,85.73,2.71,3.1471
4669,86.37,2.76,2.5407
4670,86.59,2.73,2.5257
4671,86.94,2.79,2.8607
4672,86.04,2.69,2.7666
4673,87.16,2.74,3.0778
4674,86.29,2.77,2.6335
4675,88.43,2.7,7.188
4676,87.67,2.73,4.0411
4677,87.42,2.67,3.1744
4678,84.27,2.74,11.0273
4679,85.73,2.73,4.0241
4680,86.31,2.78,2.8577
4681,86.26,2.71,2.8327
4682,88.21,2.71,5.4099
4683,86.28,2.71,2.7971
4684,87.33,2.65,2.8809
4685,87.02,2.7,2.576
4686,86.84,2.69,2.4801
4687,87.95,2.79,4.4396
4688,85.93,2.73,3.6054
4689,86.75,2.69,2.4849
4690,87.32,2.64,2.7172
4691,87.16,2.75,2.646
4692,87.38,2.76,2.8497
4693,87.78,2.68,3.4299
4694,86.96,2.74,2.5166
4695,86.93,2.69,2.4851
4696,87.93,2.61,3.4118
4697,88.25,2.84,4.517
4698,87.33,2.72,2.5393
4699,88.41,2.78,4.5154
4700,86.9,2.72,2.7145
4701,87.65,2.7,2.5987
4702,88.24,2.7,3.3823
4703,84.43,2.77,15.5867
4704,88.57,2.69,4.0131
4705,85.77,2.77,6.7929
4706,85.61,2.79,7.6258
4707,87.62,2.78,2.5874
4708,85.41,2.79,8.2992
4709,87.55,2.7,2.5334
4710,88.36,2.68,4.0044
4711,89.07,2.7,6.9235
4712,86.14,2.75,4.2631
4713,87.63,2.74,2.738
4714,85.49,2.84,6.8981
4715,86.11,2.75,4.1156
4716,88.73,2.69,5.9439
4717,87.31,2.8,2.6358
4718,87.18,2.75,2.5405
4719,87.82,2.79,3.3607
4720,85.5,2.75,5.9083
4721,86.97,2.78,2.5588
4722,87.21,2.74,2.5763
4723,87.01,2.74,2.5224
4724,85.28,2.78,6.53
4725,85.59,2.75,4.9626
4726,86.08,2.78,3.3675
4727,86.52,2.78,2.6382
4728,85.57,2.73,4.2127
4729,87.45,2.78,3.5589
4730,87.13,2.73,2.9995
4731,86.86,2.77,2.7417
4732,87.48,2.78,4.0242
4733,84.94,2.8,5.7211
4734,86.94,2.71,2.8927
4735,85.81,2.77,2.9817
4736,86.96,2.73,3.038
4737,86.64,2.8,2.7134
4738,85.5,2.76,3.4417
4739,86.36,2.75,2.5354
4740,86.95,2.7,3.1205
4741,86.35,2.73,2.5257
4742,86.89,2.76,3.1013
4743,85.04,2.79,4.6587
4744,87.09,2.64,3.3613
4745,87.39,2.65,4.1449
4746,86.43,2.77,2.5744
4747,85.67,2.72,3.0471
4748,86.2,2.8,2.5966
4749,87.44,2.72,4.1934
4750,87.0,2.65,2.9885
4751,86.66,2.69,2.5709
4752,85.36,2.73,4.0592
4753,85.66,2.65,3.2594
4754,85.79,2.7,3.0524
4755,85.1,2.7,4.8543
4756,85.94,2.72,2.7731
4757,86.05,2.73,2.62
4758,84.9,2.64,4.969
4759,84.33,2.62,7.051
4760,87.1,2.61,3.6657
4761,87.78,2.65,6.4575
4762,86.68,2.64,3.0127
4763,85.61,2.69,2.6691
4764,84.93,2.73,4.0156
4765,84.89,2.65,3.8777
4766,86.55,2.63,3.0055
4767,85.22,2.66,2.9468
4768,85.88,2.64,2.4389
4769,87.25,2.58,5.2797
4770,85.88,2.62,2.4276
4771,85.28,2.58,2.6463
4772,85.27,2.59,2.6561
4773,87.27,2.53,5.4005
4774,84.49,2.61,4.3751
4775,85.16,2.48,2.6454
4776,86.07,2.58,2.5632
4777,83.95,2.61,6.2767
4778,85.06,2.67,2.8696
4779,86.21,2.55,2.8693
4780,86.21,2.52,2.9119
4781,86.34,2.55,3.2352
4782,86.32,2.56,3.1919
4783,84.21,2.54,4.5254
4784,85.83,2.47,2.3907
4785,88.25,2.51,11.6899
4786,82.2,2.55,16.7396
4787,86.1,2.48,2.6648
4788,86.39,2.45,3.1653
4789,87.44,2.48,6.7745
4790,86.43,2.5,3.1763
4791,86.4,2.44,2.9368
4792,84.94,2.67,3.2623
4793,86.6,2.53,3.2163
4794,85.92,2.42,2.2358
4795,83.73,2.42,7.8068
4796,87.47,2.4,5.2323
4797,85.6,2.59,2.5045
4798,85.1,2.58,3.3015
4799,86.27,2.47,2.3947
4800,86.43,2.53,2.5978
4801,86.78,2.52,3.1046
4802,86.29,2.51,2.401
4803,85.66,2.51,2.4957
4804,85.85,2.55,2.4152
4805,85.74,2.43,2.3885
4806,86.83,2.44,2.8931
4807,86.87,2.48,2.9626
4808,88.08,2.53,6.972
4809,87.8,2.54,5.4538
4810,84.39,2.52,7.0295
4811,85.62,2.59,3.1058
4812,87.27,2.51,3.2744
4813,88.83,2.51,9.5069
4814,84.13,2.6,9.7892
4815,87.17,2.49,2.7706
4816,87.32,2.51,2.9854
4817,87.04,2.47,2.4813
4818,86.79,2.6,2.4076
4819,86.64,2.46,2.2724
4820,86.68,2.53,2.333
4821,88.7,2.48,6.7699
4822,87.37,2.51,2.637
4823,89.36,2.43,9.4178
4824,87.12,2.53,2.3353
4825,86.21,2.6,3.4933
4826,88.0,2.57,3.1795
4827,87.44,2.53,2.3612
4828,87.11,2.58,2.4389
4829,86.97,2.47,2.5034
4830,88.12,2.47,2.8311
4831,87.67,2.57,2.3982
4832,88.52,2.53,3.5064
4833,87.62,2.5,2.2971
4834,87.93,2.44,2.3214
4835,85.41,2.58,9.2819
4836,89.64,2.51,6.8519
4837,87.47,2.51,2.4239
4838,87.64,2.52,2.3504
4839,87.83,2.5,2.2968
4840,86.03,2.61,6.7241
4841,87.75,2.58,2.3817
4842,88.5,2.56,2.9363
4843,89.11,2.52,4.3759
4844,86.46,2.48,4.6689
4845,87.15,2.56,2.9774
4846,87.86,2.5,2.2951
4847,87.54,2.46,2.3562
4848,86.82,2.53,3.5545
4849,87.44,2.52,2.4565
4850,88.37,2.56,2.8677
4851,86.79,2.56,3.4668
4852,86.39,2.56,4.5024
4853,87.56,2.53,2.3286
4854,88.19,2.53,2.7866
4855,88.48,2.58,3.4821
4856,87.32,2.5,2.3562
4857,88.41,2.49,3.2633
4858,86.37,2.57,4.0505
4859,87.63,2.44,2.2601
4860,85.65,2.64,6.8503
4861,88.24,2.51,3.1183
4862,87.6,2.52,2.3634
4863,88.44,2.5,3.6946
4864,88.25,2.61,3.3653
4865,87.6,2.53,2.3762
4866,85.82,2.55,5.5725
4867,86.7,2.59,3.0142
4868,86.66,2.46,2.8928
4869,87.28,2.48,2.2882
4870,86.89,2.47,2.4767
4871,87.18,2.55,2.3496
4872,87.8,2.58,2.7835
4873,87.33,2.59,2.3933
4874,86.51,2.52,2.9029
4875,87.0,2.61,2.438
4876,86.65,2.54,2.6413
4877,87.95,2.57,3.2663
4878,88.04,2.54,3.4679
4879,89.07,2.46,7.0315
4880,87.0,2.55,2.3685
4881,87.59,2.47,2.4877
4882,87.57,2.51,2.4725
4883,86.56,2.56,2.9505
4884,87.05,2.61,2.4594
4885,86.67,2.53,2.7927
4886,86.22,2.57,3.8338
4887,86.77,2.56,2.6722
4888,86.89,2.57,2.5161
4889,86.7,2.55,2.6773
4890,88.61,2.55,4.9416
4891,86.46,2.55,3.0006
4892,87.48,2.58,2.5023
4893,87.92,2.49,3.0273
4894,84.71,2.62,10.2578
4895,88.3,2.45,3.9853
4896,86.47,2.58,2.8704
4897,86.75,2.58,2.5034
4898,89.63,2.47,10.5476
4899,87.31,2.48,2.3571
4900,86.77,2.51,2.4242
4901,86.91,2.6,2.4296
4902,85.28,2.65,6.8326
4903,87.45,2.48,2.4478
4904,87.31,2.5,2.3798
4905,87.17,2.54,2.3496
4906,87.64,2.63,2.8778
4907,87.39,2.52,2.471
4908,87.15,2.55,2.3566
4909,87.45,2.43,2.4099
4910,87.07,2.53,2.3229
4911,87.44,2.59,2.5252
4912,88.32,2.49,4.0754
4913,88.65,2.52,5.0976
4914,87.75,2.55,2.6974
4915,88.25,2.58,3.5602
4916,89.02,2.49,5.6744
4917,86.0,2.54,5.0484
4918,87.06,2.59,2.6647
4919,87.59,2.59,2.3788
4920,87.56,2.44,2.2462
4921,86.09,2.61,5.5997
4922,87.21,2.46,2.5054
4923,88.54,2.57,3.3678
4924,89.6,2.51,6.9648
4925,87.09,2.53,2.8284
4926,90.08,2.43,8.8603
4927,88.13,2.55,2.4714
4928,88.82,2.5,3.4185
4929,88.22,2.53,2.4176
4930,89.01,2.5,3.5342
4931,88.84,2.52,3.0009
4932,89.38,2.51,4.1129
4933,88.14,2.6,2.4125
4934,89.69,2.49,4.4955
4935,88.87,2.51,2.5162
4936,87.66,2.58,3.3923
4937,89.69,2.49,3.7367
4938,89.69,2.49,3.5524
4939,89.07,2.55,2.4547
4940,88.63,2.56,2.4212
4941,89.74,2.51,3.1425
4942,87.76,2.52,4.2373
4943,89.03,2.59,2.3781
4944,87.68,2.67,5.0913
4945,89.29,2.52,2.3584
4946,88.64,2.53,2.6183
4947,88.46,2.5,2.8581
4948,90.53,2.55,4.8505
4949,90.04,2.55,3.358
4950,90.17,2.62,3.6991
4951,89.75,2.51,2.6546
4952,89.57,2.58,2.4929
4953,88.26,2.53,3.7206
4954,88.64,2.54,2.9502
4955,91.0,2.53,5.7754
4956,88.02,2.62,4.8362
4957,89.25,2.6,2.4115
4958,87.88,2.64,5.4767
4959,89.08,2.59,2.505
4960,90.27,2.5,3.3141
4961,89.63,2.59,2.4703
4962,91.09,2.54,6.1021
4963,88.16,2.62,4.4005
4964,90.7,2.56,4.546
4965,88.94,2.56,2.6483
4966,89.67,2.55,2.4087
4967,89.12,2.56,2.489
4968,89.42,2.52,2.3137
4969,90.57,2.51,3.8261
4970,89.6,2.61,2.4155
4971,90.34,2.63,3.3135
4972,89.61,2.6,2.3969
4973,91.05,2.48,4.9985
4974,90.94,2.49,4.4648
4975,90.75,2.49,3.71
4976,91.65,2.49,6.8154
4977,89.16,2.58,2.9661
4978,91.63,2.42,5.8374
4979,91.5,2.48,5.119
4980,92.07,2.36,6.8306
4981,89.1,2.58,3.8873
4982,89.52,2.55,3.0646
4983,90.04,2.52,2.4208
4984,89.87,2.49,2.6131
4985,91.89,2.49,4.9417
4986,91.66,2.47,3.9566
4987,90.33,2.48,2.3323
4988,90.44,2.46,2.2926
4989,88.94,2.53,6.0504
4990,90.65,2.46,2.261
4991,91.2,2.41,2.5282
4992,91.5,2.44,3.0035
4993,91.12,2.37,2.3499
4994,92.19,2.43,4.6791
4995,92.17,2.41,4.4364
4996,90.16,2.48,2.9037
4997,91.33,2.43,2.4464
4998,90.26,2.48,2.863
4999,89.55,2.47,4.818
