Episode,Effort,Reward,Loss
1813,81.56,3.39,6.4917
1814,80.38,3.36,3.1579
1815,81.12,3.37,4.4784
1816,80.22,3.35,3.0828
1817,81.08,3.39,4.1226
1818,79.49,3.47,4.551
1819,79.32,3.46,5.2058
1820,81.38,3.35,4.6942
1821,79.87,3.41,3.6574
1822,81.42,3.37,4.7371
1823,80.39,3.46,3.1917
1824,81.14,3.34,3.7776
1825,82.79,3.29,11.4151
1826,80.57,3.45,3.1759
1827,80.72,3.42,3.1383
1828,79.36,3.47,6.8234
1829,81.9,3.41,5.0518
1830,82.23,3.38,6.1647
1831,80.33,3.42,3.8463
1832,81.85,3.33,4.1738
1833,81.84,3.38,3.9988
1834,81.84,3.38,3.7971
1835,82.07,3.42,4.1601
1836,82.5,3.37,5.1194
1837,82.71,3.35,5.4214
1838,83.22,3.37,7.1399
1839,81.14,3.44,4.0158
1840,81.54,3.41,3.4583
1841,81.51,3.41,3.6901
1842,82.07,3.43,3.162
1843,83.82,3.34,7.285
1844,83.11,3.34,4.0819
1845,81.31,3.4,5.3085
1846,81.38,3.44,5.3997
1847,81.06,3.46,7.0176
1848,81.69,3.42,4.4093
1849,83.64,3.35,5.1441
1850,82.58,3.29,3.0299
1851,82.12,3.4,3.4088
1852,82.45,3.44,3.1732
1853,83.53,3.39,4.8287
1854,82.8,3.39,3.233
1855,81.98,3.42,3.7263
1856,83.04,3.43,3.5269
1857,83.6,3.36,4.8337
1858,83.64,3.42,4.9091
1859,82.6,3.44,3.1759
1860,83.43,3.35,3.8887
1861,85.38,3.29,13.9271
1862,81.9,3.46,4.9873
1863,83.97,3.37,4.6788
1864,80.5,3.46,14.8334
1865,81.93,3.5,5.7076
1866,83.93,3.33,4.1794
1867,82.31,3.46,4.3292
1868,85.08,3.33,9.4639
1869,84.78,3.35,7.5044
1870,83.17,3.42,3.1474
1871,81.34,3.51,9.8613
1872,83.01,3.45,3.3026
1873,83.26,3.44,3.1618
1874,84.3,3.34,4.7331
1875,84.81,3.38,6.8587
1876,84.52,3.34,5.244
1877,82.98,3.4,3.5087
1878,85.06,3.36,7.0936
1879,82.89,3.36,3.9371
1880,86.43,3.3,15.6796
1881,82.54,3.46,5.8051
1882,84.71,3.36,4.3322
1883,82.81,3.4,5.3035
1884,83.7,3.38,3.25
1885,83.84,3.35,3.1426
1886,84.38,3.4,3.288
1887,84.89,3.36,4.1074
1888,83.84,3.4,3.2852
1889,84.65,3.37,3.4426
1890,84.13,3.33,3.0823
1891,85.16,3.34,4.3702
1892,82.46,3.45,9.1789
1893,85.46,3.32,5.1709
1894,83.32,3.37,4.9132
1895,82.86,3.46,7.1115
1896,84.97,3.36,3.7658
1897,85.25,3.31,4.4524
1898,82.61,3.45,8.2809
1899,83.66,3.36,3.7781
1900,83.22,3.39,4.9597
1901,84.11,3.41,3.1491
1902,83.68,3.41,3.4957
1903,85.56,3.3,6.6347
1904,83.02,3.44,5.0079
1905,84.57,3.39,3.649
1906,81.95,3.45,10.3331
1907,82.25,3.47,7.9699
1908,82.11,3.43,8.1038
1909,84.38,3.38,3.9415
1910,84.0,3.39,3.4218
1911,83.17,3.42,3.321
1912,83.26,3.4,3.1647
1913,84.54,3.38,5.5831
1914,82.58,3.47,4.0704
1915,82.86,3.48,3.4488
1916,81.94,3.47,5.8651
1917,81.55,3.52,7.4339
1918,81.73,3.44,5.8629
1919,83.37,3.39,3.5782
1920,83.23,3.46,3.5925
1921,83.73,3.45,5.1685
1922,81.89,3.5,4.1184
1923,82.07,3.46,3.5503
1924,81.26,3.5,5.7674
1925,81.26,3.56,5.484
1926,83.38,3.48,5.3724
1927,82.41,3.46,3.2623
1928,81.51,3.56,3.9532
1929,83.32,3.41,5.8458
1930,84.36,3.44,12.4937
1931,79.45,3.59,15.5125
1932,81.78,3.54,3.3481
1933,81.65,3.51,3.404
1934,84.06,3.4,10.8562
1935,81.38,3.58,3.8506
1936,81.21,3.54,4.1815
1937,80.22,3.59,8.41
1938,80.86,3.59,5.0412
1939,81.59,3.58,3.3444
1940,80.95,3.58,4.206
1941,80.28,3.6,6.3152
1942,82.93,3.46,6.9654
1943,81.59,3.6,3.3942
1944,82.62,3.52,6.2077
1945,81.19,3.56,3.2942
1946,79.25,3.64,10.9128
1947,82.09,3.53,4.5998
1948,80.76,3.61,3.6201
1949,82.28,3.51,5.574
1950,82.01,3.55,4.6932
1951,82.92,3.57,9.0261
1952,81.07,3.59,3.3239
1953,80.71,3.61,3.8302
1954,79.81,3.59,7.1577
1955,80.83,3.62,3.6651
1956,82.02,3.6,4.4113
1957,81.09,3.65,3.3933
1958,82.6,3.54,6.5488
1959,82.39,3.56,5.5
1960,79.66,3.7,8.5828
1961,82.29,3.58,4.8894
1962,81.69,3.61,3.483
1963,81.98,3.59,3.8688
1964,80.46,3.64,5.2103
1965,81.11,3.61,3.5755
1966,80.64,3.66,4.7009
1967,81.67,3.62,3.3951
1968,81.96,3.61,3.7579
1969,78.82,3.73,16.4756
1970,81.86,3.62,3.7291
1971,79.9,3.67,7.1642
1972,81.29,3.63,3.3368
1973,81.62,3.62,3.7105
1974,81.0,3.6,3.3291
1975,80.2,3.63,4.6506
1976,80.26,3.71,4.3562
1977,81.28,3.65,3.6295
1978,80.82,3.62,3.3241
1979,80.46,3.69,3.5485
1980,80.29,3.69,3.6887
1981,80.3,3.66,3.551
1982,81.05,3.64,3.8036
1983,80.01,3.69,3.8218
1984,80.56,3.66,3.3939
1985,79.93,3.66,3.7408
1986,79.75,3.66,3.9554
1987,81.23,3.62,5.0751
1988,80.48,3.66,3.4893
1989,81.04,3.61,4.6285
1990,80.68,3.59,3.7069
1991,79.88,3.68,3.5937
1992,81.65,3.57,6.896
1993,80.06,3.72,3.5077
1994,79.62,3.67,4.2502
1995,80.52,3.67,3.4428
1996,81.73,3.58,6.7276
1997,79.19,3.72,6.1143
1998,83.0,3.55,15.1474
1999,81.06,3.61,3.8963
2000,80.02,3.6,3.9026
2001,81.41,3.63,4.355
2002,80.68,3.69,3.3991
2003,81.62,3.62,4.4586
2004,81.75,3.61,4.5761
2005,80.04,3.61,5.0773
2006,80.33,3.67,4.4485
2007,82.47,3.54,6.4801
2008,80.16,3.67,5.3301
2009,81.61,3.59,3.5559
2010,81.86,3.59,3.9102
2011,81.32,3.66,3.3622
2012,81.16,3.68,3.4656
2013,82.97,3.59,7.6297
2014,82.95,3.55,7.0807
2015,81.7,3.61,3.3369
2016,82.25,3.58,3.8295
2017,81.04,3.63,4.3978
2018,81.43,3.62,3.6985
2019,83.49,3.58,7.637
2020,82.63,3.56,3.9099
2021,80.81,3.69,6.5692
2022,81.62,3.6,3.8725
2023,82.31,3.6,3.3209
2024,83.19,3.58,4.9017
2025,81.04,3.63,6.1918
2026,83.48,3.54,5.709
2027,82.82,3.59,3.685
2028,82.16,3.59,3.4006
2029,83.57,3.54,5.521
2030,82.22,3.62,3.4702
2031,82.32,3.59,3.3981
2032,83.02,3.58,3.6073
2033,82.96,3.57,3.4599
2034,82.93,3.58,3.3885
2035,83.73,3.57,4.9964
2036,81.91,3.64,4.8304
2037,82.96,3.57,3.298
2038,83.01,3.56,3.299
2039,82.66,3.6,3.4402
2040,85.01,3.47,10.4525
2041,84.35,3.54,6.3093
2042,82.55,3.61,3.9386
2043,85.63,3.44,13.2417
2044,82.23,3.63,5.5622
2045,83.66,3.53,3.3404
2046,83.01,3.56,3.7015
2047,82.52,3.6,5.2748
2048,81.25,3.68,13.549
2049,83.49,3.55,3.2704
2050,83.81,3.57,3.4155
2051,84.52,3.47,4.945
2052,84.37,3.48,4.4575
2053,81.84,3.66,8.638
2054,85.85,3.43,12.4332
2055,82.24,3.59,6.3989
2056,84.05,3.56,3.6969
2057,84.45,3.52,4.5793
2058,83.12,3.56,3.6773
2059,83.11,3.56,3.7356
2060,83.62,3.55,3.2595
2061,83.79,3.55,3.3111
2062,82.04,3.62,7.9419
2063,82.43,3.64,5.8183
2064,81.78,3.62,8.8848
2065,83.75,3.54,3.4202
2066,82.97,3.58,3.5709
2067,83.72,3.54,3.5964
2068,80.78,3.67,14.2231
2069,84.39,3.5,6.1394
2070,82.6,3.56,3.5792
2071,83.69,3.56,4.2576
2072,82.72,3.55,3.3129
2073,82.76,3.57,3.2911
2074,83.09,3.55,3.4278
2075,83.63,3.57,4.6568
2076,82.47,3.58,3.4163
2077,82.95,3.58,3.3867
2078,81.98,3.58,4.2469
2079,81.95,3.63,4.3196
2080,83.07,3.55,3.587
2081,80.48,3.67,11.7686
2082,84.37,3.48,9.0838
2083,82.51,3.57,3.2785
2084,83.2,3.56,4.181
2085,81.57,3.6,4.803
2086,83.79,3.54,6.436
2087,81.62,3.61,4.585
2088,82.46,3.55,3.2626
2089,80.84,3.65,8.0358
2090,83.96,3.52,7.5871
2091,82.14,3.56,3.3692
2092,81.86,3.62,3.7807
2093,81.49,3.59,4.5815
2094,84.87,3.41,14.4682
2095,82.36,3.6,3.3101
2096,83.27,3.52,4.7398
2097,80.41,3.62,10.4494
2098,84.83,3.42,13.4243
2099,81.59,3.57,4.5317
2100,82.89,3.55,3.6125
2101,82.54,3.54,3.2608
2102,83.08,3.5,3.7764
2103,82.88,3.54,3.4344
2104,82.71,3.49,3.2266
2105,83.16,3.51,3.6905
2106,83.27,3.55,3.8388
2107,81.58,3.59,5.8039
2108,81.64,3.6,5.6985
2109,83.39,3.49,3.8478
2110,81.55,3.54,5.9954
2111,82.72,3.54,3.2607
2112,81.43,3.62,6.4698
2113,83.86,3.48,5.557
2114,83.17,3.51,3.6659
2115,82.9,3.53,3.3388
2116,80.55,3.58,11.3349
2117,82.21,3.51,3.5118
2118,80.57,3.63,10.4302
2119,83.36,3.48,4.6683
2120,81.25,3.57,5.5165
2121,83.02,3.53,4.2056
2122,82.33,3.51,3.2502
2123,80.99,3.61,5.7687
2124,82.61,3.54,3.7788
2125,82.21,3.54,3.3274
2126,80.37,3.63,7.9166
2127,81.01,3.59,4.6322
2128,82.74,3.55,4.9233
2129,80.96,3.53,4.2211
2130,82.0,3.58,3.5492
2131,82.71,3.55,5.64
2132,80.75,3.63,4.4566
2133,81.58,3.54,3.2673
2134,81.95,3.53,3.6907
2135,82.36,3.56,4.8071
2136,80.68,3.58,4.3222
2137,81.32,3.62,3.3525
2138,80.38,3.59,5.2336
2139,82.82,3.54,6.9539
2140,80.72,3.63,4.0993
2141,82.73,3.55,6.6397
2142,82.01,3.55,3.9872
2143,81.54,3.56,3.2959
2144,83.32,3.51,9.349
2145,82.39,3.52,4.5053
2146,79.28,3.65,13.5815
2147,79.67,3.66,10.6437
2148,82.29,3.52,4.0083
2149,83.17,3.48,7.3975
2150,81.02,3.58,3.9767
2151,82.13,3.53,3.6481
2152,79.56,3.67,11.569
2153,81.79,3.56,3.3115
2154,80.66,3.56,4.8576
2155,82.24,3.52,4.087
2156,82.3,3.55,4.3475
2157,82.46,3.51,4.8209
2158,81.92,3.52,3.5073
2159,79.94,3.63,8.0846
2160,81.88,3.57,3.4899
2161,82.53,3.47,4.9118
2162,81.86,3.52,3.3974
2163,82.96,3.48,6.5504
2164,82.21,3.55,3.8454
2165,81.97,3.55,3.3897
2166,80.51,3.62,6.2441
2167,83.33,3.5,7.2695
2168,83.03,3.47,5.4871
2169,81.74,3.54,3.3508
2170,82.85,3.51,4.3656
2171,81.1,3.56,5.1651
2172,81.86,3.53,3.4281
2173,82.96,3.5,4.1743
2174,81.51,3.52,4.26
2175,81.69,3.57,3.9514
2176,83.55,3.49,5.856
2177,82.56,3.5,3.2897
2178,83.17,3.49,4.2548
2179,81.8,3.59,4.0636
2180,83.47,3.51,4.9201
2181,83.33,3.48,4.2804
2182,84.03,3.47,6.6539
2183,83.42,3.51,4.1029
2184,82.5,3.54,3.4352
2185,83.96,3.49,5.1363
2186,83.21,3.52,3.3021
2187,83.22,3.51,3.2463
2188,83.73,3.48,3.6764
2189,84.13,3.48,4.3837
2190,83.4,3.53,3.2459
2191,84.85,3.46,6.3058
2192,82.72,3.54,4.6903
2193,83.07,3.57,4.0077
2194,83.06,3.54,4.1347
2195,84.08,3.52,3.3701
2196,84.7,3.44,4.4276
2197,85.21,3.45,6.1425
2198,82.68,3.59,6.2879
2199,83.0,3.57,5.1097
2200,83.83,3.53,3.318
2201,84.28,3.48,3.3045
2202,83.16,3.54,4.6358
2203,84.02,3.53,3.2454
2204,84.1,3.5,3.2284
2205,83.9,3.56,3.2963
2206,84.38,3.46,3.4224
2207,83.69,3.53,3.4246
2208,83.8,3.56,3.3381
2209,83.52,3.53,3.6354
2210,82.99,3.6,5.0136
2211,84.82,3.48,4.6027
2212,85.92,3.43,10.0873
2213,82.67,3.6,6.227
2214,85.49,3.42,7.2866
2215,83.09,3.57,4.6475
2216,84.02,3.53,3.2453
2217,85.75,3.44,8.4736
2218,83.86,3.55,3.3181
2219,84.27,3.5,3.2875
2220,84.0,3.53,3.2611
2221,84.5,3.51,3.4425
2222,83.82,3.53,3.4814
2223,83.14,3.58,5.3358
2224,85.82,3.43,7.5852
2225,85.04,3.47,4.2901
2226,85.79,3.43,6.9916
2227,86.46,3.41,10.5905
2228,84.94,3.49,3.5628
2229,82.51,3.6,11.1618
2230,83.76,3.55,4.6922
2231,84.44,3.5,3.3214
2232,83.82,3.56,4.6542
2233,84.37,3.5,3.4076
2234,84.02,3.48,3.9727
2235,85.28,3.48,3.8521
2236,85.24,3.49,3.7881
2237,84.33,3.49,3.3986
2238,85.65,3.47,4.855
2239,84.18,3.51,3.681
2240,85.72,3.45,4.9711
2241,84.16,3.53,3.7991
2242,83.89,3.48,4.4563
2243,83.65,3.54,5.3331
2244,87.39,3.36,15.2359
2245,84.95,3.49,3.2908
2246,84.08,3.56,4.0786
2247,86.12,3.4,6.1978
2248,85.77,3.44,4.7354
2249,85.01,3.47,3.2234
2250,85.41,3.43,3.5553
2251,85.4,3.46,3.4724
2252,84.66,3.48,3.467
2253,84.48,3.47,3.8313
2254,85.3,3.46,3.2392
2255,86.29,3.39,5.2822
2256,84.11,3.53,5.3865
2257,86.08,3.42,4.3925
2258,84.54,3.48,4.106
2259,84.44,3.49,4.4505
2260,84.56,3.51,4.13
2261,85.2,3.44,3.1644
2262,85.86,3.42,3.7745
2263,84.98,3.46,3.3025
2264,85.56,3.44,3.3424
2265,86.68,3.36,6.547
2266,84.54,3.45,4.0851
2267,87.57,3.33,11.8309
2268,85.39,3.4,3.1304
2269,84.53,3.46,4.4448
2270,87.93,3.27,13.2973
2271,84.08,3.45,6.6125
2272,85.63,3.38,3.1234
2273,84.27,3.46,6.0686
2274,87.14,3.34,7.1531
2275,85.24,3.41,3.3783
2276,85.53,3.4,3.1431
2277,84.05,3.45,7.6122
2278,85.08,3.42,3.6889
2279,85.89,3.34,3.1959
2280,85.03,3.42,3.6957
2281,84.76,3.41,4.266
2282,85.39,3.32,3.0892
2283,85.55,3.42,3.1475
2284,85.1,3.44,3.3773
2285,87.11,3.31,7.7273
2286,86.2,3.31,4.0232
2287,85.8,3.35,3.3055
2288,85.22,3.38,3.2089
2289,84.76,3.41,4.0131
2290,84.31,3.44,5.4544
2291,85.27,3.33,3.1064
2292,83.37,3.47,10.4817
2293,86.42,3.32,4.9511
2294,85.16,3.39,3.1589
2295,84.29,3.4,4.771
2296,85.12,3.43,3.1656
2297,85.38,3.38,3.1869
2298,85.1,3.35,3.0761
2299,84.54,3.36,3.5929
2300,85.63,3.36,3.6765
2301,84.7,3.39,3.2766
2302,84.74,3.39,3.2099
2303,85.6,3.35,3.8045
2304,84.67,3.38,3.2077
2305,85.19,3.37,3.2359
2306,83.52,3.42,6.328
2307,83.33,3.42,7.0607
2308,84.68,3.41,3.1477
2309,85.41,3.36,3.8985
2310,84.65,3.41,3.1297
2311,84.01,3.41,3.7937
2312,85.06,3.3,3.4251
2313,84.61,3.34,3.0746
2314,84.52,3.32,3.0494
2315,85.44,3.37,4.61
2316,85.54,3.33,4.9368
2317,84.52,3.37,3.0977
2318,82.46,3.44,10.4863
2319,84.32,3.37,3.1492
2320,83.9,3.38,3.6513
2321,83.27,3.39,5.3516
2322,85.04,3.31,3.7892
2323,84.5,3.37,3.1575
2324,85.2,3.3,4.4179
2325,83.39,3.3,4.3376
2326,84.04,3.35,3.1479
2327,83.53,3.39,3.9163
2328,85.73,3.26,6.9266
2329,83.92,3.32,3.1549
2330,82.9,3.41,5.8526
2331,83.42,3.35,3.9228
2332,83.18,3.4,4.4681
2333,84.12,3.31,3.0601
2334,84.69,3.34,3.9819
2335,86.0,3.28,10.1005
2336,85.11,3.28,5.3042
2337,85.18,3.2,5.2596
2338,84.92,3.29,4.3212
2339,84.64,3.28,3.4624
2340,85.07,3.27,4.2511
2341,83.48,3.33,4.1399
2342,83.42,3.32,4.4783
2343,86.13,3.25,7.9108
2344,83.63,3.26,4.1218
2345,84.49,3.31,3.0406
2346,82.79,3.37,8.3252
2347,83.46,3.33,5.0298
2348,84.33,3.25,3.0397
2349,84.97,3.2,3.3022
2350,84.23,3.32,3.1545
2351,84.07,3.31,3.294
2352,85.22,3.24,3.971
2353,86.93,3.15,12.7493
2354,84.92,3.28,3.3306
2355,84.16,3.27,3.2261
2356,84.96,3.23,3.2168
2357,83.66,3.34,4.5664
2358,86.22,3.18,6.9577
2359,84.66,3.25,2.988
2360,84.13,3.25,3.5442
2361,84.03,3.3,3.8738
2362,85.59,3.2,4.063
2363,84.49,3.25,3.1203
2364,84.78,3.25,2.9859
2365,83.99,3.21,4.0484
2366,84.12,3.22,3.7314
2367,84.16,3.2,3.5801
2368,84.63,3.24,3.0061
2369,83.76,3.27,4.5455
2370,85.75,3.19,4.7471
2371,85.49,3.18,4.0041
2372,83.94,3.24,3.835
2373,83.58,3.24,4.8499
2374,83.75,3.28,4.2258
2375,85.22,3.28,3.7198
2376,83.79,3.24,3.8582
2377,84.92,3.22,3.2718
2378,85.75,3.18,5.6368
2379,85.14,3.19,3.6996
2380,85.48,3.19,4.5801
2381,84.95,3.21,3.2785
2382,84.59,3.19,2.9329
2383,84.89,3.18,3.082
2384,85.79,3.19,5.1221
2385,85.12,3.2,3.2575
2386,84.9,3.21,2.9941
2387,86.72,3.13,8.6477
2388,84.82,3.17,2.9261
2389,85.17,3.16,2.9576
2390,85.87,3.18,3.9814
2391,85.81,3.13,3.5591
2392,87.34,3.1,9.7049
2393,85.07,3.18,3.0508
2394,87.11,3.13,7.1459
2395,85.77,3.17,2.9617
2396,85.62,3.13,2.8856
2397,88.13,3.07,11.1493
2398,86.53,3.16,3.4658
2399,83.2,3.22,16.1789
2400,86.89,3.16,3.8237
2401,86.33,3.05,2.8244
2402,85.88,3.11,3.0952
2403,87.51,3.13,5.0918
2404,85.79,3.13,3.4308
2405,87.83,3.04,5.7442
2406,86.74,3.1,2.9277
2407,86.68,3.17,2.9293
2408,86.12,3.13,3.2884
2409,85.57,3.12,4.7975
2410,87.47,3.09,3.7362
2411,86.73,3.02,2.7742
2412,85.72,3.12,4.578
2413,87.84,3.06,4.5316
2414,87.2,3.14,3.1401
2415,85.86,3.15,4.3839
2416,88.0,3.04,4.8511
2417,87.59,3.11,3.6585
2418,86.5,3.12,3.1213
2419,87.49,3.11,3.3353
2420,87.48,3.04,3.1902
2421,85.59,3.11,5.9849
2422,85.94,3.15,4.7036
2423,86.56,3.13,3.1932
2424,86.45,3.16,3.3565
2425,86.52,3.12,3.1901
2426,87.53,3.02,3.2981
2427,86.52,3.17,3.1762
2428,86.11,3.17,3.9177
2429,86.45,3.11,3.1304
2430,87.51,3.06,3.4908
2431,87.08,3.08,2.9371
2432,85.82,3.1,4.3353
2433,87.34,3.14,3.407
2434,85.85,3.18,4.215
2435,89.15,3.02,11.7096
2436,88.54,3.06,7.8152
2437,86.31,3.1,3.1854
2438,86.06,3.11,3.7151
2439,86.67,3.12,2.9018
2440,86.16,3.19,3.6391
2441,88.53,2.98,7.054
2442,84.51,3.2,11.6719
2443,88.51,2.97,6.8894
2444,85.79,3.14,4.6355
2445,86.19,3.06,3.4464
2446,86.47,3.1,3.0326
2447,84.98,3.11,7.9724
2448,84.74,3.16,9.2171
2449,85.95,3.02,3.5394
2450,85.8,3.07,3.7526
2451,85.96,3.03,3.1999
2452,85.47,3.07,4.1126
2453,85.76,3.05,3.2353
2454,84.09,3.18,9.9888
2455,88.22,3.02,9.7619
2456,87.04,3.04,4.4673
2457,84.41,3.05,6.3626
2458,85.38,3.08,3.1992
2459,86.16,3.09,3.0518
2460,85.59,3.03,2.8159
2461,85.01,3.05,3.4701
2462,85.83,3.01,2.8391
2463,87.59,2.97,8.9467
2464,84.84,3.11,3.6162
2465,85.67,3.1,2.8899
2466,86.61,2.92,4.4916
2467,83.94,3.1,6.6422
2468,85.24,3.02,2.854
2469,85.33,3.04,2.8098
2470,84.73,3.06,3.5345
2471,85.95,2.93,3.1709
2472,83.48,3.1,8.2589
2473,85.51,3.04,2.8683
2474,83.81,3.06,5.9822
2475,86.34,3.03,4.8439
2476,85.31,3.04,2.8449
2477,83.62,3.11,6.2738
2478,85.14,3.02,2.7909
2479,82.61,3.12,11.6354
2480,83.37,3.12,6.4342
2481,84.23,3.09,3.286
2482,85.07,3.1,3.1185
2483,84.35,3.01,2.8285
2484,82.72,3.12,7.605
2485,86.13,2.99,7.5318
2486,84.87,3.1,3.4046
2487,84.17,3.05,2.8051
2488,84.46,3.14,3.0171
2489,83.49,3.1,3.4809
2490,84.22,3.08,2.8562
2491,84.28,3.06,2.8977
2492,84.73,3.07,3.6056
2493,83.77,3.08,2.9117
2494,83.99,3.06,2.8107
2495,82.76,3.14,5.1629
2496,82.78,3.15,4.9858
2497,84.83,3.05,4.2183
2498,82.62,3.2,5.2874
2499,83.88,3.07,2.8354
2500,83.06,3.19,3.6193
2501,82.97,3.13,3.6289
2502,81.61,3.2,9.2117
2503,82.79,3.06,3.5459
2504,83.08,3.25,3.1118
2505,83.53,3.14,3.0091
2506,84.03,3.11,4.0409
2507,84.24,3.1,4.9128
2508,81.78,3.14,5.4707
2509,84.75,3.1,7.5818
2510,83.2,3.1,2.9223
2511,84.05,3.1,4.5907
2512,81.75,3.2,5.4745
2513,83.55,3.2,3.4449
2514,81.66,3.14,5.706
2515,84.83,3.13,8.3115
2516,83.48,3.14,3.2723
2517,83.44,3.15,3.1772
2518,83.78,3.08,3.646
2519,83.54,3.1,3.1487
2520,81.93,3.27,5.469
2521,81.25,3.1,8.5887
2522,83.84,3.1,3.5974
2523,82.32,3.23,4.032
2524,82.17,3.17,4.297
2525,83.33,3.06,2.9216
2526,84.75,3.11,7.4836
2527,81.06,3.12,8.8813
2528,82.65,3.18,3.1119
2529,83.66,3.07,3.6185
2530,83.89,3.04,4.2206
2531,84.34,2.96,5.7188
2532,82.68,3.1,2.9623
2533,83.41,3.04,3.083
2534,81.57,3.1,6.0697
2535,84.45,3.13,6.1463
2536,83.93,3.01,3.97
2537,84.09,3.01,4.2797
2538,82.41,3.06,3.6524
2539,82.95,3.03,2.8717
2540,83.36,3.01,2.7985
2541,83.18,2.99,2.7529
2542,83.3,3.06,2.8082
2543,83.32,2.95,2.7087
2544,85.05,2.94,7.0577
2545,84.78,2.94,5.5577
2546,82.0,3.07,6.1417
2547,83.43,3.03,2.7986
2548,85.07,2.91,6.0744
2549,83.04,2.96,3.2073
2550,83.45,3.02,2.836
2551,84.52,2.92,3.6954
2552,84.12,2.9,2.8677
2553,85.89,2.84,8.8521
2554,83.8,2.91,2.6816
2555,82.86,2.95,4.5236
2556,84.98,2.92,4.0525
2557,84.37,2.91,2.8006
2558,83.8,2.94,2.8696
2559,83.27,2.94,3.9443
2560,83.58,2.92,3.2755
2561,85.03,2.83,3.5074
2562,83.3,2.89,3.952
2563,84.27,2.92,2.6796
2564,84.44,2.92,2.7286
2565,84.34,2.81,2.5907
2566,83.91,2.92,2.8731
2567,82.74,3.02,6.3306
2568,83.51,2.87,3.4053
2569,86.5,2.81,10.0422
2570,84.96,2.91,3.5203
2571,82.42,2.86,7.2792
2572,85.11,2.81,3.7444
2573,83.56,2.9,3.2561
2574,82.59,2.97,6.5459
2575,83.23,3.0,4.006
2576,84.27,2.89,2.7057
2577,84.46,2.9,2.9233
2578,83.92,2.86,2.6406
2579,82.64,2.89,5.1893
2580,84.45,2.83,3.0094
2581,81.96,2.91,7.9676
2582,83.62,2.96,2.7584
2583,83.32,2.96,2.9499
2584,83.56,2.93,2.6983
2585,84.03,2.91,2.9879
2586,82.96,2.93,3.1457
2587,82.98,2.94,3.0388
2588,83.16,3.0,2.8422
2589,84.11,2.82,3.4444
2590,84.45,2.92,4.6606
2591,83.47,2.92,2.7353
2592,84.21,2.98,4.0589
2593,85.38,2.92,9.1098
2594,82.8,2.97,3.1738
2595,83.77,2.9,2.8733
2596,82.98,2.94,3.0048
2597,84.18,2.94,3.4369
2598,84.05,2.9,3.0724
2599,85.17,2.87,6.3064
2600,85.42,2.82,6.981
2601,82.93,2.99,3.7779
2602,85.54,2.91,6.8957
2603,84.64,2.88,3.3475
2604,82.74,3.04,5.4388
2605,82.84,2.96,5.1697
2606,84.67,2.94,3.0863
2607,83.72,2.89,2.9986
2608,85.34,2.84,4.3414
2609,83.51,2.98,3.6292
2610,85.98,2.97,6.8931
2611,84.14,2.93,2.7754
2612,83.18,2.98,5.0196
2613,83.3,3.01,4.7099
2614,84.34,2.83,2.6158
2615,84.12,2.91,2.8069
2616,85.26,2.83,3.6257
2617,85.43,2.9,4.1583
2618,85.0,2.77,2.9884
2619,85.11,2.93,3.3104
2620,84.32,2.95,2.7636
2621,83.81,2.89,3.4335
2622,83.61,2.88,3.9404
2623,84.29,2.9,2.772
2624,84.65,2.77,2.5587
2625,83.92,2.91,3.245
2626,85.68,2.86,4.5519
2627,86.05,2.83,5.8767
2628,86.22,2.77,6.3335
2629,84.99,2.87,2.8209
2630,83.86,2.92,3.6913
2631,86.67,2.87,8.0235
2632,87.52,2.72,12.4611
2633,85.84,2.83,3.7792
2634,85.18,2.86,2.6549
2635,86.28,2.78,4.2943
2636,84.16,2.82,4.3722
2637,84.35,2.95,4.2486
2638,85.36,2.84,2.621
2639,84.62,2.8,3.6026
2640,85.28,2.77,2.6202
2641,85.02,2.87,3.0268
2642,84.98,2.84,3.0786
2643,85.12,2.84,2.8796
2644,86.25,2.88,3.3594
2645,84.76,2.9,3.5611
2646,85.78,2.87,2.7203
2647,85.63,2.8,2.5833
2648,84.24,2.88,5.0507
2649,85.27,2.83,2.681
2650,85.04,2.89,2.9308
2651,86.08,2.82,3.1517
2652,86.61,2.83,4.5675
2653,85.65,2.8,2.6418
2654,84.41,2.89,4.1902
2655,85.3,2.79,2.5936
2656,86.97,2.86,6.0705
2657,86.83,2.89,5.4593
2658,85.52,2.85,2.6169
2659,84.23,2.84,4.9687
2660,84.8,2.77,3.2837
2661,84.42,2.9,4.4152
2662,85.51,2.81,2.5823
2663,84.82,2.83,3.2013
2664,86.02,2.86,3.104
2665,85.37,2.89,2.6597
2666,85.47,2.9,2.6699
2667,83.32,2.92,9.0168
2668,85.15,2.78,2.6048
2669,85.14,2.91,2.7148
2670,87.35,2.76,8.6524
2671,84.3,2.87,3.919
2672,86.29,2.8,4.1781
2673,86.68,2.81,5.6076
2674,83.49,2.89,7.1176
2675,83.92,2.87,5.1341
2676,85.9,2.82,3.2697
2677,84.56,2.81,3.1383
2678,85.92,2.86,3.4708
2679,85.63,2.85,2.9556
2680,84.72,2.77,2.8056
2681,84.93,2.75,2.5867
2682,84.24,2.89,3.8034
2683,84.25,2.89,3.6885
2684,85.05,2.82,2.5957
2685,85.51,2.8,2.9139
2686,84.7,2.79,2.6851
2687,83.54,2.88,5.5985
2688,86.57,2.84,6.4916
2689,84.48,2.77,2.7935
2690,83.97,2.88,3.8364
2691,86.53,2.86,6.6696
